Detector Type,Descriptor Type,Matching type,Sel Type,Frame_ID,Camera TTC (s),Lidar TTC(s),Difference TTC
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,6,14.12494056,13.86901356,0.25592700
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,7,14.24514085,15.15608686,-0.91094601
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,8,16.16639652,15.36522319,0.80117334
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,9,18.24758428,12.24264888,6.00493541
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,10,12.86284308,13.72965491,-0.86681183
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,11,11.89323358,10.49140265,1.40183093
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,12,12.03501375,10.09999603,1.93501772
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,13,12.60712066,9.22306851,3.38405216
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,14,10.64982518,10.96776340,-0.31793822
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,15,12.27905162,8.09421824,4.18483338
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,16,9.25872398,9.16582132,0.09290266
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,17,9.29556329,9.85140428,-0.55584099
BRISK,BRISK,FREAK,MAT_BF,SEL_NN,18,10.31082203,8.30977868,2.00104335
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,1,15.02249559,12.97215890,2.05033669
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,2,17.60021903,12.26403761,5.33618142
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,3,14.73421022,16.96304201,-2.22883179
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,4,17.27275593,13.12542026,4.14733566
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,5,32.64367218,12.59510889,20.04856329
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,6,15.79710466,13.86901356,1.92809110
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,7,15.81031705,15.15608686,0.65423018
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,8,17.33936882,15.36522319,1.97414564
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,9,18.07527450,12.24264888,5.83262562
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,10,12.84656838,13.72965491,-0.88308653
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,11,12.79197738,10.49140265,2.30057473
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,12,13.11632941,10.09999603,3.01633339
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,13,11.92095755,9.22306851,2.69788905
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,14,10.27422280,10.96776340,-0.69354060
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,15,14.10975431,8.09421824,6.01553608
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,16,9.69049371,9.16582132,0.52467239
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,17,11.17540391,9.85140428,1.32399963
BRISK,BRISK,SIFT,MAT_BF,SEL_NN,18,11.98639408,8.30977868,3.67661540
ORB,ORB,BRIEF,MAT_BF,SEL_NN,1,25.22806644,12.97215890,12.25590754
ORB,ORB,BRIEF,MAT_BF,SEL_NN,2,29.91918552,12.26403761,17.65514791
ORB,ORB,BRIEF,MAT_BF,SEL_NN,3,19.12419077,16.96304201,2.16114876
ORB,ORB,BRIEF,MAT_BF,SEL_NN,4,27.07763726,13.12542026,13.95221700
ORB,ORB,BRIEF,MAT_BF,SEL_NN,5,23.73686338,12.59510889,11.14175449
ORB,ORB,BRIEF,MAT_BF,SEL_NN,6,23.17357372,13.86901356,9.30456016
ORB,ORB,BRIEF,MAT_BF,SEL_NN,7,22.08842617,15.15608686,6.93233930
ORB,ORB,BRIEF,MAT_BF,SEL_NN,8,19.58479700,15.36522319,4.21957381
ORB,ORB,BRIEF,MAT_BF,SEL_NN,9,14.33831003,12.24264888,2.09566115
ORB,ORB,BRIEF,MAT_BF,SEL_NN,10,15.56682257,13.72965491,1.83716766
ORB,ORB,BRIEF,MAT_BF,SEL_NN,11,12.35246028,10.49140265,1.86105764
ORB,ORB,BRIEF,MAT_BF,SEL_NN,12,12.25479792,10.09999603,2.15480189
ORB,ORB,BRIEF,MAT_BF,SEL_NN,13,10.96835100,9.22306851,1.74528249
ORB,ORB,BRIEF,MAT_BF,SEL_NN,14,13.20001560,10.96776340,2.23225220
ORB,ORB,BRIEF,MAT_BF,SEL_NN,15,11.34996113,8.09421824,3.25574290
ORB,ORB,BRIEF,MAT_BF,SEL_NN,16,10.32267934,9.16582132,1.15685802
ORB,ORB,BRIEF,MAT_BF,SEL_NN,17,11.26474592,9.85140428,1.41334164
ORB,ORB,BRIEF,MAT_BF,SEL_NN,18,10.66310273,8.30977868,2.35332405
ORB,ORB,ORB,MAT_BF,SEL_NN,1,17.42900997,12.97215890,4.45685107
ORB,ORB,ORB,MAT_BF,SEL_NN,2,-inf,12.26403761,-inf
ORB,ORB,ORB,MAT_BF,SEL_NN,3,20.39608523,16.96304201,3.43304321
ORB,ORB,ORB,MAT_BF,SEL_NN,4,20.96757973,13.12542026,7.84215947
ORB,ORB,ORB,MAT_BF,SEL_NN,5,47.34149956,12.59510889,34.74639067
ORB,ORB,ORB,MAT_BF,SEL_NN,6,17.38228895,13.86901356,3.51327539
ORB,ORB,ORB,MAT_BF,SEL_NN,7,52.38327936,15.15608686,37.22719250
ORB,ORB,ORB,MAT_BF,SEL_NN,8,14.19520956,15.36522319,-1.17001362
ORB,ORB,ORB,MAT_BF,SEL_NN,9,20.60452943,12.24264888,8.36188056
ORB,ORB,ORB,MAT_BF,SEL_NN,10,19.70358073,13.72965491,5.97392582
ORB,ORB,ORB,MAT_BF,SEL_NN,11,13.63753549,10.49140265,3.14613284
ORB,ORB,ORB,MAT_BF,SEL_NN,12,15.10810859,10.09999603,5.00811257
ORB,ORB,ORB,MAT_BF,SEL_NN,13,10.50056937,9.22306851,1.27750087
ORB,ORB,ORB,MAT_BF,SEL_NN,14,11.01954858,10.96776340,0.05178518
ORB,ORB,ORB,MAT_BF,SEL_NN,15,11.45797343,8.09421824,3.36375519
ORB,ORB,ORB,MAT_BF,SEL_NN,16,11.50577541,9.16582132,2.33995409
ORB,ORB,ORB,MAT_BF,SEL_NN,17,12.74229369,9.85140428,2.89088941
ORB,ORB,ORB,MAT_BF,SEL_NN,18,11.40139670,8.30977868,3.09161802
ORB,ORB,FREAK,MAT_BF,SEL_NN,1,12.07669985,12.97215890,-0.89545905
ORB,ORB,FREAK,MAT_BF,SEL_NN,2,50.71353339,12.26403761,38.44949578
ORB,ORB,FREAK,MAT_BF,SEL_NN,3,19.01546638,16.96304201,2.05242437
ORB,ORB,FREAK,MAT_BF,SEL_NN,4,12.47157813,13.12542026,-0.65384213
ORB,ORB,FREAK,MAT_BF,SEL_NN,5,152.80254894,12.59510889,140.20744005
ORB,ORB,FREAK,MAT_BF,SEL_NN,6,13.26363542,13.86901356,-0.60537814
ORB,ORB,FREAK,MAT_BF,SEL_NN,7,13.50256299,15.15608686,-1.65352387
ORB,ORB,FREAK,MAT_BF,SEL_NN,8,11.14271945,15.36522319,-4.22250374
ORB,ORB,FREAK,MAT_BF,SEL_NN,9,12.87112651,12.24264888,0.62847763
ORB,ORB,FREAK,MAT_BF,SEL_NN,10,13.06432731,13.72965491,-0.66532760
ORB,ORB,FREAK,MAT_BF,SEL_NN,11,11.43973055,10.49140265,0.94832790
ORB,ORB,FREAK,MAT_BF,SEL_NN,12,12.32563545,10.09999603,2.22563943
ORB,ORB,FREAK,MAT_BF,SEL_NN,13,10.65830311,9.22306851,1.43523460
ORB,ORB,FREAK,MAT_BF,SEL_NN,14,11.99988999,10.96776340,1.03212659
ORB,ORB,FREAK,MAT_BF,SEL_NN,15,8.80259231,8.09421824,0.70837408
ORB,ORB,FREAK,MAT_BF,SEL_NN,16,10.56361365,9.16582132,1.39779233
ORB,ORB,FREAK,MAT_BF,SEL_NN,17,12.10052273,9.85140428,2.24911845
ORB,ORB,FREAK,MAT_BF,SEL_NN,18,11.90719020,8.30977868,3.59741152
ORB,ORB,SIFT,MAT_BF,SEL_NN,1,20.57358746,12.97215890,7.60142856
ORB,ORB,SIFT,MAT_BF,SEL_NN,2,32.08617427,12.26403761,19.82213666
ORB,ORB,SIFT,MAT_BF,SEL_NN,3,12.98457136,16.96304201,-3.97847066
ORB,ORB,SIFT,MAT_BF,SEL_NN,4,31.41014512,13.12542026,18.28472485
ORB,ORB,SIFT,MAT_BF,SEL_NN,5,291.70466499,12.59510889,279.10955610
ORB,ORB,SIFT,MAT_BF,SEL_NN,6,17.82915903,13.86901356,3.96014547
ORB,ORB,SIFT,MAT_BF,SEL_NN,7,6309.66452878,15.15608686,6294.50844192
ORB,ORB,SIFT,MAT_BF,SEL_NN,8,24.05155419,15.36522319,8.68633100
ORB,ORB,SIFT,MAT_BF,SEL_NN,9,13.98058834,12.24264888,1.73793946
ORB,ORB,SIFT,MAT_BF,SEL_NN,10,22.42778675,13.72965491,8.69813184
ORB,ORB,SIFT,MAT_BF,SEL_NN,11,13.75859061,10.49140265,3.26718797
ORB,ORB,SIFT,MAT_BF,SEL_NN,12,12.23230469,10.09999603,2.13230866
ORB,ORB,SIFT,MAT_BF,SEL_NN,13,10.97787198,9.22306851,1.75480348
ORB,ORB,SIFT,MAT_BF,SEL_NN,14,11.57052519,10.96776340,0.60276179
ORB,ORB,SIFT,MAT_BF,SEL_NN,15,11.59423489,8.09421824,3.50001665
ORB,ORB,SIFT,MAT_BF,SEL_NN,16,11.50577541,9.16582132,2.33995409
ORB,ORB,SIFT,MAT_BF,SEL_NN,17,15.19427669,9.85140428,5.34287241
ORB,ORB,SIFT,MAT_BF,SEL_NN,18,10.95257687,8.30977868,2.64279819
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,1,13.27790877,12.97215890,0.30574986
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,2,15.80638555,12.26403761,3.54234794
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,3,13.05065777,16.96304201,-3.91238424
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,4,14.19988875,13.12542026,1.07446849
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,5,15.46428677,12.59510889,2.86917788
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,6,13.19941353,13.86901356,-0.66960003
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,7,15.80974608,15.15608686,0.65365922
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,8,14.53011494,15.36522319,-0.83510825
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,9,13.93193337,12.24264888,1.68928449
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,10,11.90933518,13.72965491,-1.82031973
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,11,12.90360446,10.49140265,2.41220182
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,12,11.08733234,10.09999603,0.98733632
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,13,10.09887450,9.22306851,0.87580600
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,14,10.73579287,10.96776340,-0.23197053
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,15,9.01443574,8.09421824,0.92021750
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,16,10.09319710,9.16582132,0.92737578
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,17,9.63042910,9.85140428,-0.22097519
AKAZE,AKAZE,BRIEF,MAT_BF,SEL_NN,18,9.05103940,8.30977868,0.74126072
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,1,13.04212446,12.97215890,0.06996555
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,2,14.39692194,12.26403761,2.13288433
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,3,13.32369164,16.96304201,-3.63935037
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,4,14.20713823,13.12542026,1.08171797
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,5,15.94709873,12.59510889,3.35198984
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,6,14.19129634,13.86901356,0.32228278
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,7,15.38963893,15.15608686,0.23355207
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,8,13.88966003,15.36522319,-1.47556316
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,9,13.26628342,12.24264888,1.02363454
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,10,11.75024857,13.72965491,-1.97940634
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,11,12.48075731,10.49140265,1.98935466
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,12,11.48611906,10.09999603,1.38612303
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,13,10.37436505,9.22306851,1.15129654
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,14,10.79292682,10.96776340,-0.17483658
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,15,10.56442707,8.09421824,2.47020883
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,16,10.09850164,9.16582132,0.93268031
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,17,8.87732367,9.85140428,-0.97408061
AKAZE,AKAZE,ORB,MAT_BF,SEL_NN,18,9.10759708,8.30977868,0.79781840
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,1,12.72693991,12.97215890,-0.24521899
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,2,14.13695455,12.26403761,1.87291694
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,3,13.94919731,16.96304201,-3.01384471
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,4,14.20774506,13.12542026,1.08232480
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,5,15.95812739,12.59510889,3.36301850
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,6,14.69465752,13.86901356,0.82564396
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,7,15.87088489,15.15608686,0.71479803
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,8,13.60637950,15.36522319,-1.75884368
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,9,12.85729940,12.24264888,0.61465052
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,10,11.61074147,13.72965491,-2.11891344
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,11,11.97911128,10.49140265,1.48770864
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,12,12.05991456,10.09999603,1.95991853
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,13,10.98532022,9.22306851,1.76225172
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,14,10.01513124,10.96776340,-0.95263216
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,15,9.55181905,8.09421824,1.45760081
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,16,10.38329595,9.16582132,1.21747462
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,17,9.26090155,9.85140428,-0.59050273
AKAZE,AKAZE,FREAK,MAT_BF,SEL_NN,18,9.18517284,8.30977868,0.87539416
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,1,12.26160883,12.97215890,-0.71055007
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,2,14.20967187,12.26403761,1.94563426
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,3,13.05884021,16.96304201,-3.90420181
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,4,13.75389965,13.12542026,0.62847939
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,5,16.09501163,12.59510889,3.49990274
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,6,13.65061387,13.86901356,-0.21839969
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,7,15.79179254,15.15608686,0.63570567
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,8,14.25524964,15.36522319,-1.10997355
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,9,14.37697448,12.24264888,2.13432561
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,10,11.41290365,13.72965491,-2.31675126
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,11,12.24726736,10.49140265,1.75586472
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,12,10.74678786,10.09999603,0.64679183
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,13,10.69158896,9.22306851,1.46852046
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,14,10.54730026,10.96776340,-0.42046313
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,15,10.25860695,8.09421824,2.16438871
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,16,9.85735240,9.16582132,0.69153108
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,17,9.13171569,9.85140428,-0.71968859
AKAZE,AKAZE,AKAZE,MAT_BF,SEL_NN,18,8.96428021,8.30977868,0.65450153
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,1,12.47412665,12.97215890,-0.49803225
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,2,14.64173748,12.26403761,2.37769987
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,3,13.15149272,16.96304201,-3.81154929
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,4,14.20110501,13.12542026,1.07568475
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,5,17.20242851,12.59510889,4.60731962
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,6,13.81874339,13.86901356,-0.05027017
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,7,15.30191871,15.15608686,0.14583185
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,8,13.61353698,15.36522319,-1.75168621
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,9,14.08633827,12.24264888,1.84368939
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,10,11.64721313,13.72965491,-2.08244179
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,11,12.45482710,10.49140265,1.96342445
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,12,11.47824966,10.09999603,1.37825364
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,13,10.81374300,9.22306851,1.59067450
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,14,10.44539255,10.96776340,-0.52237084
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,15,9.70010225,8.09421824,1.60588401
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,16,9.74421938,9.16582132,0.57839805
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,17,9.13629104,9.85140428,-0.71511324
AKAZE,AKAZE,SIFT,MAT_BF,SEL_NN,18,8.85899640,8.30977868,0.54921773
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,1,11.81409107,12.97215890,-1.15806784
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,2,13.88674514,12.26403761,1.62270753
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,3,14.09451720,16.96304201,-2.86852481
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,4,22.05690201,13.12542026,8.93148175
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,5,13.21956837,12.59510889,0.62445948
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,6,11.01316194,13.86901356,-2.85585162
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,7,14.43457948,15.15608686,-0.72150738
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,8,15.81236812,15.36522319,0.44714493
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,9,13.04386084,12.24264888,0.80121197
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,10,12.17935958,13.72965491,-1.55029533
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,11,11.80237882,10.49140265,1.31097618
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,12,10.17776390,10.09999603,0.07776787
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,13,11.74064175,9.22306851,2.51757324
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,14,9.51010700,10.96776340,-1.45765640
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,15,8.85690110,8.09421824,0.76268287
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,16,8.51912993,9.16582132,-0.64669139
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,17,8.79022685,9.85140428,-1.06117743
SIFT,SIFT,BRIEF,MAT_BF,SEL_NN,18,8.90937198,8.30977868,0.59959330
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,1,11.03969393,12.97215890,-1.93246497
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,2,13.09364376,12.26403761,0.82960615
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,3,13.34890961,16.96304201,-3.61413240
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,4,18.54794860,13.12542026,5.42252834
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,5,14.39225601,12.59510889,1.79714712
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,6,10.65410458,13.86901356,-3.21490898
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,7,13.90852705,15.15608686,-1.24755981
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,8,13.42676333,15.36522319,-1.93845985
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,9,13.91089041,12.24264888,1.66824154
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,10,10.39043137,13.72965491,-3.33922354
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,11,11.72411768,10.49140265,1.23271503
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,12,10.56271414,10.09999603,0.46271811
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,13,9.73492011,9.22306851,0.51185160
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,14,9.86338098,10.96776340,-1.10438242
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,15,9.37334088,8.09421824,1.27912264
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,16,9.06851516,9.16582132,-0.09730616
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,17,8.70602698,9.85140428,-1.14537730
SIFT,SIFT,FREAK,MAT_BF,SEL_NN,18,8.77679453,8.30977868,0.46701586
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,1,12.04751638,12.97215890,-0.92464252
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,2,13.59278528,12.26403761,1.32874767
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,3,12.74755481,16.96304201,-4.21548721
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,4,19.16488334,13.12542026,6.03946307
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,5,13.63052963,12.59510889,1.03542074
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,6,12.11146331,13.86901356,-1.75755025
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,7,13.61468402,15.15608686,-1.54140284
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,8,15.05506245,15.36522319,-0.31016074
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,9,12.99582671,12.24264888,0.75317783
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,10,10.63826885,13.72965491,-3.09138606
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,11,11.33504893,10.49140265,0.84364628
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,12,11.14431768,10.09999603,1.04432166
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,13,10.24498243,9.22306851,1.02191393
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,14,10.65757266,10.96776340,-0.31019074
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,15,9.25234385,8.09421824,1.15812562
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,16,8.65334841,9.16582132,-0.51247292
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,17,8.56286877,9.85140428,-1.28853551
SIFT,SIFT,SIFT,MAT_BF,SEL_NN,18,8.77679453,8.30977868,0.46701586
